sno,firstname,lastname,gender,dob,personphone,city,statename,zip,primarylanguage,primaryocc,maxeducationlevel,maritalstatus,productcategory,annualincome,leadquality,datecreated 
4260,Lawrence,Meyer,male,1990-04-15,7634815146,Farleyville,North Dakota,45383,English,Self employed,Secondary school,Widowed,Life Insurance,82000,Average,
4261,Mark,Ye,male,1980-05-13,1998588776,Moorestad,Indiana,73523,English,Salaried,Undergraduate,Married,Auto Insurance,88000,Poor,
4262,Roxane,Webb,female,1948-04-22,1623361482,Philliphaven,New Mexico,85846,English,Salaried,Doctorate,Widowed,Auto Insurance,69000,Average,
4263,Dale,Keister,male,1975-04-01,2942184273,West Andrewchester,Nebraska,22855,English,Salaried,Undergraduate,Married,Auto Insurance,58000,Average,
4264,Joyce,Fowler,female,1989-03-11,7131955479,Davidsonmouth,Hawaii,82462,English,Salaried,Doctorate,Divorced,Home Insurance,74000,Best,
4265,Johnson,Gates,male,1987-05-23,6587683036,North Susan,Maryland,19531,English,Salaried,Doctorate,Married,Home Insurance,70000,Best,
4266,Lawrence,Meyer,male,1990-04-15,7634815146,Farleyville,North Dakota,45383,English,Self employed,Secondary school,Widowed,Disability Insurance,82000,Average,
4267,Rosemary,Jacobson,not specified,1944-05-13,9758137153,Lake Joelchester,Wyoming,44238,English,Salaried,Undergraduate,Widowed,Disability Insurance,83000,Average,
4268,Patricia,Lindhorst,female,1988-08-24,4835439481,New Jill,Wisconsin,34265,English,Salaried,Undergraduate,Widowed,Life Insurance,81000,Best,
4269,Mary,Harris,female,1972-10-17,1647698171,Lake Michelle,Kansas,49786,English,Salaried,Undergraduate,Married,Disability Insurance,60000,Poor,
4270,Georgia,Johnson,female,1985-12-24,2110894911,New Heather,Maryland,49441,English,Salaried,Undergraduate,Married,Home Insurance,52000,Best,
4271,Rosemary,Jacobson,not specified,1944-05-13,9758137153,Lake Joelchester,Wyoming,44238,English,Salaried,Undergraduate,Widowed,Disability Insurance,83000,Average,
4272,Ferdinand,Metz,male,1946-08-21,9595320221,East Annafort,Vermont,86768,English,Salaried,Undergraduate,Married,Disability Insurance,40000,Best,
4273,Rachel,Solomon,female,1969-02-01,9600936810,Williamsshire,Ohio,69373,English,Salaried,Postgraduate,Divorced,Life Insurance,85000,Best,
4274,Andrea,Brimfield,female,1956-07-10,5218591879,South Monica,California,69368,English,Salaried,Undergraduate,Divorced,Home Insurance,40000,Best,
4275,Effie,Rodriquez,female,1968-06-25,3744823032,East Mitchellburgh,Louisiana,84125,English,Salaried,Undergraduate,Widowed,Auto Insurance,84000,Poor,
4276,Catherine,Green,female,1963-08-13,6956817880,Lake Marcus,Indiana,74596,English,Salaried,Undergraduate,Married,Home Insurance,59000,Poor,
4277,Jerrod,Bowman,male,1957-03-17,2711795515,Butlerbury,Maine,81397,English,Business,Postgraduate,Married,Home Insurance,71000,Best,
4278,Albert,Haywood,male,2001-03-07,1581710133,West William,New Mexico,51047,English,Salaried,Postgraduate,Unmarried,Home Insurance,75000,Best,
4279,Sheldon,Dowell,male,1993-08-25,5022807281,Joshuaberg,Massachusetts,36462,English,Business,Postgraduate,Unmarried,Life Insurance,72000,Best,
4280,Anna,Callaghan,female,1963-07-26,2907383790,Grantview,Mississippi,99317,English,Business,Postgraduate,Divorced,Life Insurance,81000,Poor,
4281,Debbie,Parkman,female,1956-09-16,7538146127,Anthonyview,Wisconsin,96096,English,Business,Postgraduate,Married,Home Insurance,96000,Best,
4282,Robert,Haug,male,1952-03-11,9752395481,Sarahmouth,Rhode Island,62807,English,Salaried,Undergraduate,Widowed,Auto Insurance,76000,Poor,
4283,Sabrina,Dyer,female,1966-07-10,4439011982,Port Peterland,New York,97686,English,Salaried,Undergraduate,Married,Home Insurance,80000,Average,
4284,Diane,Wagner,female,1998-04-07,7785923557,Richardmouth,Indiana,56803,English,Salaried,Undergraduate,Unmarried,Disability Insurance,41000,Average,
4285,James,Gray,male,1983-04-14,4514827912,Lake Brenda,Kentucky,10100,English,Salaried,Doctorate,Married,Auto Insurance,83000,Poor,
4286,Kim,Valentine,female,1997-12-03,4177189500,Brucefurt,Tennessee,14089,English,Self employed,Secondary school,Unmarried,Disability Insurance,5000,Best,
4287,Keith,Salley,male,1979-10-28,6570488871,East Aaron,Colorado,36021,English,Salaried,Doctorate,Married,Auto Insurance,59000,Poor,
4288,Patricia,Giron,female,1957-07-22,7415602506,Port Jeremyburgh,New Jersey,51906,English,Self employed,Secondary school,Widowed,Home Insurance,24000,Best,
4289,Cathy,Ball,female,1967-12-27,8772460838,West Mary,Pennsylvania,92453,English,Salaried,Secondary school,Widowed,Auto Insurance,25000,Best,
4290,Floyd,Anderson,male,1972-09-25,8439303496,West Lindseystad,Michigan,38706,English,Salaried,Undergraduate,Married,Auto Insurance,86000,Average,
4291,David,Lacher,male,1974-01-19,2964095393,East Johnside,Alaska,87622,English,Salaried,Undergraduate,Divorced,Disability Insurance,40000,Poor,
4292,Linda,Vierk,female,1995-05-10,6513241852,Suttonshire,Kentucky,68594,English,Business,Postgraduate,Married,Life Insurance,76000,Average,
4293,Shannon,Poremski,not specified,1986-02-17,9715816430,New Nathanielburgh,Maine,70212,English,Salaried,Undergraduate,Married,Auto Insurance,49000,Poor,
4294,Marvin,Morgan,male,1997-05-07,1585424471,Cobbport,North Dakota,4701,English,Business,Postgraduate,Unmarried,Disability Insurance,63000,Poor,
4295,Amanda,Valdez,female,1981-08-19,9925425757,Stephenville,Arizona,56142,English,Salaried,Undergraduate,Married,Auto Insurance,77000,Average,
4296,Herman,Mcneese,male,1979-03-31,8539270831,North Ryan,Arkansas,12893,English,Salaried,Doctorate,Married,Life Insurance,80000,Poor,
4297,Lawrence,Robinson,male,1971-12-26,4603130833,Rickfort,New Hampshire,67733,English,Salaried,Doctorate,Married,Auto Insurance,65000,Average,
4298,Charles,Stewart,male,1977-04-17,5140770904,West Robin,Oklahoma,66347,English,Salaried,Undergraduate,Married,Auto Insurance,83000,Average,
4299,Marilyn,Fields,female,1953-03-31,3683605748,West Dawnton,West Virginia,67912,English,Salaried,Undergraduate,Married,Home Insurance,78000,Poor,
4300,Norman,Tarango,male,1988-10-28,3296439116,Russellshire,Montana,25166,English,Self employed,Secondary school,Married,Home Insurance,11000,Average,
4301,Richard,Marchant,male,1991-08-02,3086888080,Michaelshire,Kansas,77241,English,Self employed,Elementary school,Unmarried,Disability Insurance,12000,Poor,
4302,Jack,Watson,male,1971-03-26,1910967299,Jaredborough,Washington,74572,English,Salaried,Undergraduate,Widowed,Home Insurance,46000,Best,
4303,Ralph,Cobbins,male,1955-01-09,3769257546,Port Calvin,Hawaii,95984,English,Business,Postgraduate,Married,Life Insurance,81000,Poor,
4304,Michel,Maxwell,male,1940-07-19,8883265781,Port Samuel,Kansas,93246,English,Business,Postgraduate,Married,Home Insurance,92000,Best,
4305,Stephanie,Diaz,female,1943-08-24,6958686956,Martinezland,North Carolina,24058,English,Salaried,Undergraduate,Married,Disability Insurance,52000,Average,
4306,Autumn,Washington,female,1963-03-17,7019714574,Santanaport,Oklahoma,24845,English,Business,Postgraduate,Married,Life Insurance,91000,Average,
4307,Benjamin,Simon,male,1981-11-03,5525484771,West Juliefurt,New Mexico,52683,English,Self employed,Elementary school,Married,Disability Insurance,6000,Poor,
4308,Kevin,Hagan,male,1975-10-09,9295743513,West Juliaberg,Nebraska,55889,English,Salaried,Undergraduate,Married,Disability Insurance,79000,Average,
4309,Christopher,Mojica,male,1949-04-06,4496656510,South Elizabeth,Ohio,43814,English,Salaried,Undergraduate,Married,Auto Insurance,89000,Average,
4310,Joyce,Fowler,female,1989-03-11,7131955479,Davidsonmouth,Hawaii,82462,English,Salaried,Doctorate,Divorced,Life Insurance,74000,Best,
4311,Brenda,Hoffman,female,1966-11-12,3573294022,Julieberg,Hawaii,52017,English,Self employed,Elementary school,Married,Life Insurance,25000,Best,
4312,Katherine,Booker,female,1973-05-02,8965661189,South Shelby,Montana,8823,English,Self employed,Secondary school,Married,Life Insurance,4000,Average,
4313,Jeannette,Jimenez,female,1971-05-07,9200553256,Frankfurt,Kansas,58788,English,Salaried,Postgraduate,Married,Home Insurance,50000,Poor,
4314,Linda,Harewood,female,1969-02-06,8762485673,North Baileyhaven,North Carolina,36720,English,Business,Postgraduate,Divorced,Disability Insurance,92000,Poor,
4315,Muriel,Autry,female,1963-09-13,5512934768,West Maryside,New Mexico,26808,English,Business,Postgraduate,Married,Disability Insurance,98000,Average,
4316,Eric,Dejesus,male,1984-10-10,1805916337,Brettmouth,Pennsylvania,50574,English,Unemployed,Elementary school,Married,Disability Insurance,1000,Poor,
4317,Nicholas,Glenn,male,1942-04-25,1054508697,Riverafort,Wisconsin,41555,English,Salaried,Undergraduate,Married,Life Insurance,80000,Best,
4318,Gertrude,Ryan,female,1958-06-03,7978792591,North Maryberg,New Jersey,40805,English,Self employed,Elementary school,Married,Home Insurance,34000,Average,
4319,Mark,Katz,male,1989-10-27,8628034483,North Valeriestad,Wyoming,33731,English,Salaried,Undergraduate,Unmarried,Auto Insurance,89000,Best,
4320,Jade,Sofranko,female,1963-11-02,6392734967,Troychester,Texas,76888,English,Business,Postgraduate,Widowed,Disability Insurance,85000,Best,
4321,Steven,Meade,male,1976-06-10,1672596264,South Jonathanfort,Wyoming,6566,English,Self employed,Secondary school,Married,Home Insurance,16000,Average,
4322,Dana,Guillen,female,1987-03-26,4223015234,North Shane,Indiana,11268,English,Business,Postgraduate,Married,Auto Insurance,73000,Poor,
4323,Jack,Bennett,male,1992-10-10,3875342951,Lake Tamaramouth,Ohio,41629,English,Self employed,Secondary school,Unmarried,Disability Insurance,4000,Best,
4324,Adam,Rouse,male,1998-02-11,1282774945,North Katietown,Arkansas,54005,English,Self employed,Undergraduate,Married,Life Insurance,90000,Poor,
4325,Christopher,Mojica,male,1949-04-06,4496656510,South Elizabeth,Ohio,43814,English,Salaried,Undergraduate,Married,Life Insurance,89000,Average,
4326,Charles,Stewart,male,1977-04-17,5140770904,West Robin,Oklahoma,66347,English,Salaried,Undergraduate,Married,Auto Insurance,83000,Average,
4327,Florence,Durant,female,1951-03-28,8426860527,North Toddton,Colorado,1359,English,Business,Postgraduate,Married,Disability Insurance,83000,Poor,
4328,Hector,Kiehl,male,1969-11-03,2155498651,Lopezborough,Alabama,79157,English,Salaried,Doctorate,Married,Home Insurance,40000,Average,
4329,Effie,Rodriquez,female,1968-06-25,3744823032,East Mitchellburgh,Louisiana,84125,English,Salaried,Undergraduate,Widowed,Disability Insurance,84000,Poor,
4330,Beverly,Parker,female,1966-03-15,1484298860,Port Morgan,Nebraska,49899,English,Salaried,Doctorate,Married,Disability Insurance,60000,Poor,
4331,Evelyn,Redmond,female,1985-01-12,1199186347,West Vincent,Delaware,56372,English,Salaried,Undergraduate,Widowed,Life Insurance,67000,Average,
4332,Kim,Valentine,female,1997-12-03,4177189500,Brucefurt,Tennessee,14089,English,Self employed,Secondary school,Unmarried,Life Insurance,5000,Best,
4333,Reatha,Inman,female,1962-12-23,4424941817,Wilsonbury,Ohio,71801,English,Salaried,Doctorate,Divorced,Auto Insurance,63000,Average,
4334,Katie,Gomez,female,1940-07-03,5478580135,Briggsbury,Vermont,85488,English,Salaried,Undergraduate,Married,Disability Insurance,52000,Average,
4335,Pearl,Renteria,female,1943-06-16,2793546797,Ericfort,Idaho,62828,English,Salaried,Undergraduate,Married,Life Insurance,57000,Poor,
4336,Emma,Christian,female,1978-08-21,4994628097,Port Connor,South Dakota,97075,English,Self employed,Secondary school,Married,Home Insurance,6000,Best,
4337,Marjorie,Johnson,female,1944-07-25,1065309396,Camposbury,Texas,84915,English,Salaried,Doctorate,Married,Home Insurance,50000,Poor,
4338,Wilford,Skelley,male,1945-06-02,7424223780,Lake Kathyview,Oklahoma,21891,English,Salaried,Doctorate,Married,Auto Insurance,85000,Best,
4339,Jennifer,Norris,female,1975-06-13,8837808707,North Nathaniel,New Jersey,77085,English,Business,Postgraduate,Married,Auto Insurance,65000,Poor,
4340,Kathy,Whisnant,female,1954-08-22,1804433434,Mendozashire,Oregon,2436,English,Salaried,Doctorate,Married,Life Insurance,61000,Best,
4341,Douglas,Cook,male,1965-08-24,5181195704,Michaelville,Georgia,74654,English,Salaried,Undergraduate,Widowed,Auto Insurance,48000,Average,
4342,Patricia,Giron,female,1957-07-22,7415602506,Port Jeremyburgh,New Jersey,51906,English,Self employed,Secondary school,Widowed,Auto Insurance,24000,Best,
4343,Michael,Wahlstrom,male,1987-10-18,6214920275,Mcdonaldport,Illinois,37563,English,Business,Postgraduate,Married,Home Insurance,66000,Average,
4344,Gerald,Thornton,male,1975-05-26,9990641390,Joneston,Arkansas,90831,English,Salaried,Undergraduate,Divorced,Home Insurance,84000,Poor,
4345,Rachel,Olson,female,1948-09-16,4750262632,Courtneyborough,Delaware,74645,English,Unemployed,Secondary school,Divorced,Disability Insurance,1000,Average,
4346,Robbie,Pante,male,1988-02-15,5980223423,Michaelside,Ohio,70050,English,Business,Postgraduate,Married,Home Insurance,92000,Best,
4347,Douglas,Seumanu,male,1979-11-26,6900281282,Wandaport,Arizona,20310,English,Salaried,Undergraduate,Married,Life Insurance,53000,Poor,
4348,Estelle,Grisham,female,1942-10-18,4213911712,Port Tonya,Nebraska,83972,English,Salaried,Postgraduate,Married,Disability Insurance,61000,Average,
4349,Kathy,Miles,female,1961-12-09,7915000592,Riddlefurt,New Mexico,98257,English,Salaried,Postgraduate,Married,Life Insurance,40000,Best,
4350,Mark,Harter,male,1966-08-26,5983719762,South Nicoleport,Iowa,16977,English,Salaried,Doctorate,Married,Life Insurance,44000,Best,
4351,Thomas,Brown,male,1954-02-11,2023854611,Nathanberg,Oklahoma,92553,English,Salaried,Undergraduate,Married,Disability Insurance,86000,Poor,
4352,Ruben,Groomes,male,1977-12-14,8409306727,Juliaside,Montana,53424,English,Unemployed,Secondary school,Widowed,Disability Insurance,1000,Best,
4353,Ethel,Hildebrant,female,1947-12-30,2930121180,Owensstad,Wyoming,90690,English,Self employed,Secondary school,Married,Home Insurance,24000,Best,
4354,Fred,Lyles,male,1979-12-23,9766009980,Tiffanymouth,Indiana,82870,English,Business,Postgraduate,Married,Disability Insurance,99000,Average,
4355,Clyde,Geisler,male,1975-01-28,1936108546,Thomaschester,Oregon,49605,English,Self employed,Secondary school,Married,Home Insurance,17000,Average,
4356,Susan,Kasky,female,1997-11-05,6254450768,Winterston,Delaware,81429,English,Salaried,Postgraduate,Unmarried,Home Insurance,76000,Average,
4357,Janelle,Hopkins,female,1949-05-24,3137052442,Johnburgh,Michigan,99536,English,Salaried,Doctorate,Married,Auto Insurance,41000,Poor,
4358,Richard,Nunez,male,1963-06-30,7946962302,West Robert,Maine,87485,English,Salaried,Doctorate,Married,Auto Insurance,83000,Average,
4359,Richard,Masker,male,1984-06-17,4901014190,Nathanielfort,Arkansas,80995,English,Salaried,Postgraduate,Widowed,Home Insurance,85000,Poor,
4360,Lois,Gustin,female,1998-12-20,3954517594,West Michellefort,Indiana,24172,English,Salaried,Undergraduate,Married,Disability Insurance,49000,Average,
4361,Bradford,Stephens,male,1984-02-05,9157206116,East Lisa,Virginia,22366,English,Salaried,Undergraduate,Married,Home Insurance,76000,Average,
4362,Ethel,Hildebrant,female,1947-12-30,2930121180,Owensstad,Wyoming,90690,English,Self employed,Secondary school,Married,Disability Insurance,24000,Best,
4363,Linda,Ham,female,1969-01-27,2998974563,Bakertown,Wyoming,18313,English,Salaried,Doctorate,Widowed,Auto Insurance,58000,Best,
4364,Jose,Rice,male,1968-11-30,4456502233,New Joshua,Idaho,44982,English,Salaried,Undergraduate,Divorced,Life Insurance,49000,Average,
4365,Lenna,Parton,female,1989-10-04,3495322406,New Destiny,Arkansas,14292,English,Business,Postgraduate,Unmarried,Life Insurance,89000,Best,
4366,Beverly,Parker,female,1966-03-15,1484298860,Port Morgan,Nebraska,49899,English,Salaried,Doctorate,Married,Disability Insurance,60000,Poor,
4367,Ervin,Macfarlane,male,1981-07-02,8242203605,West Hannahmouth,Indiana,19789,English,Salaried,Undergraduate,Married,Home Insurance,87000,Poor,
4368,Fred,Lyles,male,1979-12-23,9766009980,Tiffanymouth,Indiana,82870,English,Business,Postgraduate,Married,Life Insurance,99000,Average,
4369,Dana,Guillen,female,1987-03-26,4223015234,North Shane,Indiana,11268,English,Business,Postgraduate,Married,Life Insurance,73000,Poor,
4370,Hong,Nevarez,female,1971-03-23,9735869922,South Dustinburgh,Mississippi,18141,English,Salaried,Doctorate,Divorced,Life Insurance,57000,Best,
4371,Jaime,Conley,male,1999-09-18,2239754321,Thompsonchester,Minnesota,7862,English,Salaried,Postgraduate,Unmarried,Home Insurance,58000,Best,
4372,Reatha,Inman,female,1962-12-23,4424941817,Wilsonbury,Ohio,71801,English,Salaried,Doctorate,Divorced,Home Insurance,63000,Average,
4373,Henry,Hamilton,male,1967-05-18,5487955816,Dianaville,Massachusetts,32387,English,Salaried,Undergraduate,Divorced,Life Insurance,65000,Best,
4374,Sarah,Goodwin,female,1953-05-02,8649152896,Brockport,Wisconsin,49425,English,Business,Postgraduate,Married,Home Insurance,86000,Best,
4375,Thomas,Marks,male,1943-10-15,2938336225,West Katrinafort,Wyoming,62734,English,Salaried,Doctorate,Married,Life Insurance,50000,Best,
4376,Joseph,Hagler,male,1995-07-20,8345228991,East Joshua,Montana,49507,English,Salaried,Undergraduate,Unmarried,Home Insurance,49000,Average,
4377,Mark,Roderiquez,male,1952-11-07,2837207348,West Jacob,West Virginia,18620,English,Business,Postgraduate,Married,Auto Insurance,70000,Average,
4378,Craig,Cote,male,1943-04-30,1607825287,Rossbury,New Jersey,36195,English,Salaried,Undergraduate,Divorced,Auto Insurance,44000,Poor,
4379,Ralph,Kenkel,male,1996-12-05,4166990847,Colleenberg,Iowa,71017,English,Unemployed,Secondary school,Unmarried,Home Insurance,1000,Best,
4380,Lawrence,Robinson,male,1971-12-26,4603130833,Rickfort,New Hampshire,67733,English,Salaried,Doctorate,Married,Auto Insurance,65000,Average,
4381,Henry,Hamilton,male,1967-05-18,5487955816,Dianaville,Massachusetts,32387,English,Salaried,Undergraduate,Divorced,Home Insurance,65000,Best,
4382,Sarah,Goodwin,female,1953-05-02,8649152896,Brockport,Wisconsin,49425,English,Business,Postgraduate,Married,Disability Insurance,86000,Best,
4383,Mark,Katz,male,1989-10-27,8628034483,North Valeriestad,Wyoming,33731,English,Salaried,Undergraduate,Unmarried,Disability Insurance,89000,Best,
4384,Sabrina,Dyer,female,1966-07-10,4439011982,Port Peterland,New York,97686,English,Salaried,Undergraduate,Married,Auto Insurance,80000,Average,
4385,Robert,Haug,male,1952-03-11,9752395481,Sarahmouth,Rhode Island,62807,English,Salaried,Undergraduate,Widowed,Life Insurance,76000,Poor,
4386,Delois,Elkins,female,1967-06-22,2595783725,Tammyport,Florida,81396,English,Salaried,Doctorate,Widowed,Life Insurance,57000,Average,
4387,Richard,Masker,male,1984-06-17,4901014190,Nathanielfort,Arkansas,80995,English,Salaried,Postgraduate,Widowed,Home Insurance,85000,Poor,
4388,Marcus,Jones,male,1960-06-06,6485659707,West Jay,Nevada,22267,English,Business,Postgraduate,Married,Auto Insurance,90000,Best,
4389,Eric,Dejesus,male,1984-10-10,1805916337,Brettmouth,Pennsylvania,50574,English,Unemployed,Elementary school,Married,Disability Insurance,1000,Poor,
4390,Roberta,Young,female,1947-05-05,7323678667,Lake Karen,Washington,33153,English,Self employed,Secondary school,Married,Life Insurance,31000,Average,
4391,Reatha,Inman,female,1962-12-23,4424941817,Wilsonbury,Ohio,71801,English,Salaried,Doctorate,Divorced,Auto Insurance,63000,Average,
4392,Joseph,Paxton,male,1970-07-28,9605451553,Melissaborough,Washington,65126,English,Salaried,Postgraduate,Married,Life Insurance,74000,Poor,
4393,John,Baker,male,1958-07-01,5529099140,Cynthiafort,Georgia,36097,English,Salaried,Undergraduate,Widowed,Auto Insurance,73000,Poor,
4394,William,Porter,male,1967-01-24,3189904547,Lake Joshuaton,Tennessee,95304,English,Business,Postgraduate,Divorced,Disability Insurance,80000,Poor,
4395,Brenda,Hoffman,female,1966-11-12,3573294022,Julieberg,Hawaii,52017,English,Self employed,Elementary school,Married,Home Insurance,25000,Best,
4396,Thomas,Castro,male,1980-07-21,1439501487,Teresamouth,Washington,38309,English,Self employed,Elementary school,Married,Auto Insurance,4000,Average,
4397,Douglas,Seumanu,male,1979-11-26,6900281282,Wandaport,Arizona,20310,English,Salaried,Undergraduate,Married,Life Insurance,53000,Poor,
4398,Keith,Salley,male,1979-10-28,6570488871,East Aaron,Colorado,36021,English,Salaried,Doctorate,Married,Life Insurance,59000,Poor,
4399,Ruby,Merriweather,female,1966-07-20,2327259557,Micheleburgh,Washington,22942,English,Salaried,Undergraduate,Divorced,Auto Insurance,61000,Average,
4400,Arlene,Morales,female,1986-01-15,6249875165,Aaronville,Arizona,64338,English,Salaried,Undergraduate,Widowed,Life Insurance,47000,Poor,
4401,Vicki,Rodriguez,not specified,1961-09-10,7816159908,Perezside,Virginia,28184,English,Salaried,Doctorate,Married,Life Insurance,65000,Best,
4402,Jerry,Geiger,male,1963-12-24,9406572120,South Thomas,New Jersey,69839,English,Salaried,Postgraduate,Divorced,Life Insurance,62000,Best,
4403,Diana,Green,female,1992-07-19,6914066373,Moraleschester,Washington,76057,English,Salaried,Undergraduate,Married,Auto Insurance,71000,Average,
4404,Hong,Nevarez,female,1971-03-23,9735869922,South Dustinburgh,Mississippi,18141,English,Salaried,Doctorate,Divorced,Life Insurance,57000,Best,
4405,George,Hoffman,male,1990-09-16,8748350516,West Adam,New York,55635,English,Salaried,Doctorate,Unmarried,Disability Insurance,80000,Best,
4406,Jill,Schroot,female,1971-01-29,7376896838,Stevenville,Vermont,89808,English,Self employed,Secondary school,Widowed,Life Insurance,34000,Average,
4407,Marie,Elliott,female,1998-08-15,9732034850,New Victoria,Kansas,65474,English,Business,Postgraduate,Married,Disability Insurance,70000,Poor,
4408,Florence,Durant,female,1951-03-28,8426860527,North Toddton,Colorado,1359,English,Business,Postgraduate,Married,Auto Insurance,83000,Poor,
4409,Angeline,Phelan,female,1958-04-23,1464084779,Lindsayview,Mississippi,75911,English,Salaried,Doctorate,Widowed,Life Insurance,69000,Best,
4410,Richard,Masker,male,1984-06-17,4901014190,Nathanielfort,Arkansas,80995,English,Salaried,Postgraduate,Widowed,Auto Insurance,85000,Poor,
4411,Edward,Kraft,male,1953-09-14,5215865665,New Kevinfort,Idaho,62930,English,Salaried,Doctorate,Divorced,Home Insurance,70000,Best,
4412,Miguel,Goldbach,male,1995-03-10,8112159740,Jeffreymouth,Missouri,65964,English,Salaried,Undergraduate,Unmarried,Home Insurance,88000,Best,
4413,Wilford,Skelley,male,1945-06-02,7424223780,Lake Kathyview,Oklahoma,21891,English,Salaried,Doctorate,Married,Disability Insurance,85000,Best,
4414,Joyce,Fowler,female,1989-03-11,7131955479,Davidsonmouth,Hawaii,82462,English,Salaried,Doctorate,Divorced,Life Insurance,74000,Best,
4415,Douglas,Chew,male,1976-11-26,5188070396,Anneshire,New Hampshire,57388,English,Unemployed,Secondary school,Divorced,Life Insurance,1000,Average,
4416,Jill,Schroot,female,1971-01-29,7376896838,Stevenville,Vermont,89808,English,Self employed,Secondary school,Widowed,Life Insurance,34000,Average,
4417,Judy,Frick,female,1965-08-04,3914525212,Port Angela,Arkansas,95459,English,Business,Postgraduate,Widowed,Life Insurance,88000,Poor,
4418,Emma,Christian,female,1978-08-21,4994628097,Port Connor,South Dakota,97075,English,Self employed,Secondary school,Married,Home Insurance,6000,Best,
4419,Rebecca,Bess,female,1972-02-11,6979088394,East Melissafurt,Connecticut,3123,English,Salaried,Undergraduate,Married,Disability Insurance,59000,Poor,
4420,Luella,Schenck,female,1949-10-15,5899013971,Jeffreyfurt,New York,22479,English,Business,Postgraduate,Widowed,Disability Insurance,99000,Poor,
4421,Bill,Dillard,male,1944-06-19,6140144689,Penningtonchester,Tennessee,636,English,Salaried,Doctorate,Widowed,Home Insurance,80000,Best,
4422,Sam,Hall,male,1991-09-25,3698738331,North Robin,New York,84011,English,Salaried,Undergraduate,Unmarried,Auto Insurance,67000,Average,
4423,Jill,Schroot,female,1971-01-29,7376896838,Stevenville,Vermont,89808,English,Self employed,Secondary school,Widowed,Home Insurance,34000,Average,
4424,Carrie,Lucas,female,1983-07-04,1394133759,Port Erikborough,Kentucky,63183,English,Business,Postgraduate,Married,Life Insurance,66000,Average,
4425,Henry,Winston,male,1978-06-29,8811650509,Lake Christopherbury,Massachusetts,23983,English,Business,Postgraduate,Married,Home Insurance,68000,Best,
4426,Misty,Woolridge,female,1946-10-01,2611386052,Victorview,Mississippi,88737,English,Self employed,Secondary school,Married,Life Insurance,31000,Average,
4427,Paul,Mathews,male,1944-07-24,6392317665,New Kristina,Pennsylvania,17648,English,Salaried,Postgraduate,Divorced,Auto Insurance,59000,Average,
4428,Karen,Denault,female,1965-02-08,2275935513,Sherriville,Wisconsin,88811,English,Salaried,Postgraduate,Married,Auto Insurance,45000,Poor,
4429,Allen,Reeves,male,1951-05-10,7206473850,West Elizabethfort,New Mexico,72443,English,Self employed,Elementary school,Married,Disability Insurance,20000,Best,
4430,Pearl,Renteria,female,1943-06-16,2793546797,Ericfort,Idaho,62828,English,Salaried,Undergraduate,Married,Disability Insurance,57000,Poor,
4431,Miguel,Goldbach,male,1995-03-10,8112159740,Jeffreymouth,Missouri,65964,English,Salaried,Undergraduate,Unmarried,Disability Insurance,88000,Best,
4432,Tempie,Gonzalez,female,1955-12-30,8437037618,Johnville,Nevada,81047,English,Salaried,Undergraduate,Married,Life Insurance,85000,Poor,
4433,Toni,Smith,female,1966-07-30,1007941487,Johnview,Missouri,71698,English,Salaried,Undergraduate,Married,Disability Insurance,57000,Average,
4434,Gloria,Voigt,female,2001-08-19,5303765704,Haroldborough,California,89260,English,Self employed,Secondary school,Married,Home Insurance,33000,Poor,
4435,Catherine,Cooper,female,1971-12-01,5221355898,Kiddfort,Kansas,4221,English,Self employed,Secondary school,Married,Auto Insurance,8000,Best,
4436,Michelle,Melancon,female,1959-06-25,5983405545,New Laurenchester,Arkansas,21348,English,Business,Postgraduate,Widowed,Disability Insurance,71000,Poor,
4437,Ronald,Weimer,male,1998-09-11,7227126178,East Catherine,Rhode Island,23694,English,Unemployed,Secondary school,Unmarried,Home Insurance,1000,Best,
4438,Lance,Gilbert,male,1977-11-11,6908996911,East Eric,Wisconsin,56260,English,Salaried,Postgraduate,Married,Auto Insurance,10000,Best,
4439,Lois,Gustin,female,1998-12-20,3954517594,West Michellefort,Indiana,24172,English,Salaried,Undergraduate,Married,Home Insurance,49000,Average,
4440,Marcus,Rosseau,male,1981-05-18,7926841209,Taylorfurt,New York,27696,English,Business,Postgraduate,Widowed,Disability Insurance,82000,Best,
4441,Thomas,Taylor,male,1940-10-10,5806688860,Glennbury,Minnesota,57304,English,Salaried,Undergraduate,Married,Disability Insurance,42000,Best,
4442,Shane,Fayne,male,1997-08-31,6965709751,Dawnburgh,Vermont,96443,English,Salaried,Doctorate,Unmarried,Life Insurance,79000,Best,
4443,Mary,Harris,female,1972-10-17,1647698171,Lake Michelle,Kansas,49786,English,Salaried,Undergraduate,Married,Life Insurance,60000,Poor,
4444,Lorraine,Linton,female,1992-07-22,3956643118,Port Chad,Minnesota,29540,English,Salaried,Undergraduate,Unmarried,Auto Insurance,60000,Average,
4445,Rosemary,Jacobson,not specified,1944-05-13,9758137153,Lake Joelchester,Wyoming,44238,English,Salaried,Undergraduate,Widowed,Life Insurance,83000,Average,
4446,Kathleen,Urreta,female,1966-02-01,2779014465,Taylormouth,South Carolina,88173,English,Salaried,Undergraduate,Divorced,Life Insurance,45000,Poor,
